temperature,rainfall,humidity,yeild_apples
96.00,57.00,44.00,83.70
79.00,63.00,82.00,104.40
48.00,84.00,46.00,84.00
88.00,59.00,23.00,69.70
50.00,73.00,87.00,103.70
25.00,62.00,60.00,74.50
84.00,72.00,100.00,121.20
95.00,52.00,59.00,89.90
95.00,45.00,80.00,99.00
37.00,90.00,75.00,101.10
37.00,45.00,38.00,56.40
36.00,45.00,81.00,81.90
76.00,28.00,71.00,79.40
61.00,53.00,90.00,98.80
84.00,90.00,99.00,129.60
50.00,100.00,23.00,78.80
43.00,58.00,38.00,64.70
66.00,85.00,61.00,98.90
81.00,72.00,36.00,81.90
64.00,26.00,37.00,54.40
58.00,44.00,76.00,85.00
57.00,75.00,54.00,87.00
75.00,86.00,84.00,115.90
60.00,24.00,27.00,46.20
97.00,76.00,40.00,91.10
48.00,74.00,57.00,85.60
61.00,49.00,38.00,65.60
70.00,21.00,31.00,50.10
28.00,44.00,65.00,69.40
58.00,90.00,24.00,76.80
63.00,24.00,31.00,49.50
26.00,87.00,72.00,94.50
20.00,62.00,29.00,54.40
67.00,67.00,40.00,77.60
81.00,81.00,29.00,82.20
71.00,27.00,46.00,62.40
60.00,94.00,91.00,119.60
39.00,76.00,90.00,103.70
93.00,63.00,72.00,102.60
47.00,66.00,35.00,68.10
67.00,92.00,84.00,116.50
30.00,24.00,27.00,37.20
48.00,88.00,75.00,103.40
85.00,94.00,31.00,91.10
50.00,37.00,83.00,83.30
88.00,21.00,58.00,71.70
42.00,31.00,85.00,79.10
89.00,55.00,68.00,95.00
38.00,72.00,75.00,92.40
63.00,32.00,94.00,91.30
99.00,86.00,73.00,116.50
99.00,44.00,70.00,93.70
59.00,20.00,45.00,54.70
37.00,93.00,73.00,101.40
20.00,45.00,92.00,83.70
80.00,27.00,33.00,57.30
75.00,28.00,64.00,74.90
93.00,70.00,22.00,76.10
29.00,26.00,87.00,73.90
66.00,33.00,61.00,72.90
70.00,84.00,71.00,105.60
27.00,46.00,40.00,55.10
94.00,93.00,52.00,105.90
65.00,98.00,36.00,90.10
62.00,46.00,58.00,76.40
72.00,32.00,60.00,73.60
57.00,99.00,92.00,121.80
100.00,30.00,85.00,96.00
56.00,59.00,23.00,60.10
24.00,42.00,56.00,61.80
76.00,39.00,24.00,56.70
99.00,30.00,53.00,76.50
61.00,80.00,83.00,108.10
72.00,92.00,42.00,92.80
48.00,56.00,34.00,62.80
66.00,50.00,84.00,95.20
64.00,35.00,62.00,73.90
28.00,55.00,34.00,56.30
55.00,23.00,49.00,57.40
70.00,88.00,87.00,117.20
91.00,52.00,78.00,100.10
52.00,75.00,60.00,89.10
22.00,24.00,33.00,38.40
99.00,60.00,74.00,104.10
72.00,30.00,89.00,90.00
42.00,26.00,81.00,74.20
89.00,37.00,56.00,78.80
36.00,67.00,39.00,67.70
51.00,96.00,80.00,111.30
70.00,21.00,37.00,53.70
36.00,33.00,31.00,45.90
87.00,94.00,34.00,93.50
21.00,28.00,66.00,59.90
68.00,44.00,27.00,58.60
50.00,40.00,20.00,47.00
30.00,90.00,24.00,68.40
65.00,41.00,90.00,94.00
22.00,92.00,91.00,107.20
51.00,78.00,20.00,66.30
26.00,49.00,100.00,92.30
48.00,39.00,29.00,51.30
75.00,88.00,56.00,100.10
29.00,36.00,77.00,72.90
38.00,66.00,46.00,72.00
51.00,88.00,38.00,82.10
39.00,40.00,26.00,47.30
48.00,68.00,50.00,78.40
30.00,100.00,64.00,97.40
85.00,37.00,25.00,59.00
61.00,81.00,92.00,114.00
88.00,96.00,73.00,118.20
72.00,43.00,58.00,77.90
39.00,41.00,65.00,71.20
66.00,48.00,52.00,75.00
40.00,60.00,59.00,77.40
96.00,22.00,80.00,87.80
51.00,65.00,82.00,97.00
36.00,50.00,39.00,59.20
55.00,30.00,48.00,60.30
83.00,45.00,41.00,72.00
45.00,43.00,24.00,49.40
20.00,51.00,91.00,86.10
49.00,73.00,99.00,110.60
33.00,100.00,73.00,103.70
22.00,20.00,98.00,75.40
50.00,90.00,27.00,76.20
71.00,21.00,85.00,82.80
77.00,98.00,27.00,88.30
87.00,82.00,34.00,87.50
96.00,53.00,45.00,82.30
41.00,64.00,45.00,71.30
99.00,76.00,94.00,124.10
100.00,72.00,45.00,93.00
43.00,62.00,42.00,69.10
97.00,83.00,44.00,97.00
76.00,66.00,88.00,108.60
67.00,75.00,42.00,82.80
79.00,91.00,91.00,123.80
93.00,28.00,24.00,56.30
34.00,91.00,64.00,94.10
71.00,35.00,72.00,82.00
72.00,40.00,98.00,100.40
73.00,58.00,29.00,68.30
52.00,21.00,71.00,68.70
56.00,61.00,26.00,62.90
88.00,92.00,49.00,101.80
39.00,59.00,92.00,96.40
91.00,59.00,64.00,95.20
40.00,47.00,84.00,85.90
31.00,71.00,55.00,77.80
91.00,33.00,89.00,97.20
81.00,26.00,91.00,91.90
87.00,51.00,61.00,88.20
95.00,98.00,87.00,129.70
22.00,44.00,64.00,67.00
44.00,83.00,58.00,89.50
88.00,56.00,35.00,75.40
32.00,95.00,51.00,87.70
91.00,43.00,94.00,105.20
37.00,63.00,34.00,63.00
37.00,83.00,72.00,95.80
63.00,71.00,55.00,87.40
97.00,35.00,80.00,94.60
53.00,36.00,48.00,62.70
29.00,34.00,60.00,61.70
49.00,99.00,35.00,85.20
34.00,28.00,73.00,68.00
72.00,83.00,62.00,100.30
56.00,61.00,31.00,65.90
88.00,58.00,95.00,112.40
56.00,49.00,35.00,62.30
65.00,45.00,23.00,55.80
44.00,73.00,28.00,66.50
54.00,79.00,55.00,88.70
72.00,61.00,64.00,90.50
91.00,55.00,63.00,92.60
57.00,89.00,74.00,106.00
80.00,51.00,42.00,74.70
75.00,89.00,63.00,104.80
80.00,68.00,82.00,107.20
54.00,76.00,82.00,103.40
63.00,51.00,95.00,101.40
28.00,83.00,44.00,76.30
90.00,74.00,51.00,94.60
55.00,22.00,71.00,70.10
62.00,40.00,80.00,86.60
36.00,27.00,27.00,40.50
58.00,68.00,89.00,104.80
94.00,89.00,65.00,111.70
92.00,94.00,25.00,89.60
75.00,20.00,35.00,53.50
62.00,74.00,47.00,83.80
75.00,60.00,37.00,74.70
35.00,43.00,42.00,57.20
98.00,33.00,20.00,57.90
58.00,60.00,64.00,85.80
62.00,70.00,46.00,81.20
45.00,92.00,75.00,104.50
67.00,50.00,69.00,86.50
21.00,100.00,97.00,114.50
45.00,31.00,30.00,47.00
74.00,59.00,83.00,101.50
25.00,92.00,76.00,99.10
70.00,38.00,84.00,90.40
88.00,30.00,27.00,57.60
37.00,39.00,47.00,58.80
62.00,32.00,88.00,87.40
25.00,69.00,65.00,81.00
89.00,32.00,71.00,85.30
74.00,45.00,63.00,82.50
41.00,90.00,39.00,80.70
22.00,42.00,99.00,87.00
87.00,68.00,78.00,106.90
30.00,77.00,39.00,70.90
94.00,70.00,64.00,101.60
92.00,48.00,100.00,111.60
93.00,69.00,34.00,82.80
43.00,34.00,27.00,46.10
45.00,64.00,94.00,101.90
93.00,70.00,97.00,121.10
74.00,73.00,88.00,111.50
61.00,88.00,84.00,112.70
96.00,40.00,65.00,87.80
67.00,46.00,57.00,77.30
43.00,83.00,46.00,82.00
93.00,28.00,63.00,79.70
64.00,88.00,28.00,80.00
48.00,94.00,55.00,94.40
74.00,21.00,99.00,92.10
59.00,51.00,47.00,71.40
84.00,79.00,78.00,111.50
22.00,43.00,60.00,64.10
49.00,52.00,90.00,94.70
49.00,85.00,93.00,113.00
39.00,34.00,64.00,67.10
41.00,78.00,23.00,65.10
21.00,95.00,29.00,71.20
58.00,93.00,74.00,108.30
70.00,98.00,20.00,82.00
65.00,82.00,89.00,113.90
36.00,44.00,60.00,68.80
31.00,82.00,62.00,87.50
38.00,56.00,39.00,62.80
78.00,32.00,98.00,98.20
35.00,86.00,50.00,83.50
51.00,32.00,36.00,52.90
65.00,37.00,73.00,81.80
41.00,78.00,66.00,90.90
49.00,22.00,32.00,44.90
78.00,34.00,27.00,56.60
86.00,58.00,24.00,69.20
53.00,62.00,82.00,96.10
89.00,60.00,54.00,89.10
70.00,71.00,25.00,71.50
47.00,26.00,88.00,79.90
60.00,82.00,57.00,93.20
37.00,36.00,65.00,68.10
33.00,79.00,77.00,95.60
85.00,38.00,52.00,75.70
84.00,46.00,55.00,81.20
47.00,97.00,90.00,116.60
37.00,72.00,86.00,98.70
55.00,65.00,33.00,68.80
29.00,94.00,36.00,77.30
76.00,57.00,63.00,89.10
49.00,60.00,71.00,87.30
77.00,96.00,63.00,108.90
96.00,50.00,73.00,97.60
71.00,70.00,93.00,112.10
70.00,42.00,95.00,99.00
29.00,96.00,35.00,77.70
48.00,58.00,74.00,87.80
75.00,52.00,82.00,97.70
47.00,66.00,73.00,90.90
82.00,96.00,43.00,98.40
88.00,32.00,88.00,95.20
28.00,77.00,58.00,81.70
39.00,43.00,30.00,51.20
100.00,97.00,53.00,110.30
73.00,92.00,68.00,108.70
68.00,99.00,36.00,91.50
58.00,88.00,25.00,76.40
80.00,42.00,41.00,69.60
51.00,30.00,48.00,59.10
99.00,38.00,34.00,69.10
47.00,95.00,59.00,97.00
50.00,78.00,29.00,71.40
35.00,89.00,63.00,92.80
99.00,56.00,67.00,97.90
32.00,65.00,100.00,102.10
82.00,23.00,22.00,49.30
83.00,26.00,29.00,55.30
30.00,91.00,85.00,105.50
43.00,29.00,45.00,54.40
91.00,93.00,54.00,106.20
96.00,58.00,49.00,87.20
34.00,90.00,22.00,68.40
22.00,62.00,37.00,59.80
54.00,79.00,59.00,91.10
72.00,20.00,59.00,67.00
86.00,57.00,73.00,98.10
35.00,94.00,80.00,105.50
100.00,49.00,62.00,91.70
28.00,80.00,82.00,97.60
74.00,56.00,42.00,75.40
66.00,84.00,36.00,83.40
78.00,92.00,44.00,95.80
78.00,44.00,81.00,94.00
86.00,100.00,66.00,115.40
65.00,62.00,82.00,99.70
90.00,48.00,26.00,66.60
44.00,36.00,31.00,49.80
88.00,80.00,32.00,85.60
57.00,97.00,82.00,114.80
45.00,28.00,84.00,77.90
83.00,53.00,88.00,104.20
80.00,38.00,78.00,89.80
41.00,22.00,27.00,39.50
26.00,65.00,30.00,58.30
42.00,32.00,68.00,69.40
39.00,20.00,45.00,48.70
98.00,54.00,54.00,88.80
36.00,56.00,41.00,63.40
98.00,100.00,97.00,137.60
28.00,23.00,30.00,37.90
100.00,31.00,46.00,73.10
37.00,76.00,70.00,91.10
31.00,51.00,94.00,91.20
85.00,36.00,70.00,85.50
51.00,47.00,40.00,62.80
78.00,93.00,27.00,86.10
90.00,99.00,85.00,127.50
78.00,84.00,27.00,81.60
62.00,44.00,74.00,85.00
71.00,55.00,43.00,74.60
42.00,54.00,99.00,99.00
37.00,88.00,93.00,110.90
57.00,49.00,96.00,99.20
74.00,36.00,21.00,52.80
53.00,54.00,33.00,62.70
86.00,56.00,81.00,102.40
99.00,28.00,57.00,77.90
41.00,96.00,46.00,87.90
32.00,24.00,64.00,60.00
93.00,60.00,81.00,106.50
51.00,92.00,69.00,102.70
44.00,99.00,72.00,105.90
88.00,98.00,90.00,129.40
64.00,87.00,79.00,110.10
57.00,94.00,31.00,82.70
32.00,78.00,90.00,102.60
57.00,77.00,93.00,111.40
85.00,69.00,62.00,97.20
37.00,93.00,90.00,111.60
71.00,36.00,51.00,69.90
89.00,58.00,36.00,77.30
100.00,58.00,80.00,107.00
38.00,71.00,51.00,77.50
35.00,34.00,70.00,69.50
93.00,34.00,75.00,89.90
55.00,80.00,63.00,94.30
94.00,72.00,42.00,89.40
59.00,76.00,56.00,89.30
69.00,66.00,67.00,93.90
30.00,29.00,67.00,63.70
22.00,32.00,65.00,61.60
66.00,36.00,98.00,96.60
55.00,87.00,42.00,85.20
81.00,33.00,85.00,91.80
64.00,40.00,49.00,68.60
64.00,87.00,54.00,95.10
66.00,28.00,86.00,85.40
37.00,60.00,33.00,60.90
57.00,57.00,43.00,71.40
90.00,39.00,30.00,64.50
32.00,61.00,87.00,92.30
37.00,43.00,82.00,81.80
49.00,78.00,59.00,89.10
49.00,54.00,73.00,85.50
82.00,28.00,74.00,83.00
62.00,47.00,66.00,81.70
62.00,25.00,89.00,84.50
53.00,91.00,51.00,92.00
80.00,73.00,51.00,91.10
66.00,79.00,24.00,73.70
25.00,63.00,34.00,59.40
82.00,31.00,75.00,85.10
80.00,62.00,76.00,100.60
84.00,79.00,65.00,103.70
25.00,76.00,23.00,59.30
62.00,30.00,79.00,81.00
99.00,96.00,73.00,121.50
50.00,39.00,26.00,50.10
27.00,43.00,62.00,66.80
75.00,29.00,53.00,68.80
31.00,27.00,80.00,70.80
35.00,65.00,53.00,74.80
72.00,51.00,74.00,91.50
29.00,57.00,20.00,49.20
61.00,26.00,23.00,45.10
90.00,53.00,85.00,104.50
44.00,98.00,98.00,121.00
42.00,46.00,50.00,65.60
56.00,85.00,88.00,112.10
76.00,73.00,62.00,96.50
23.00,86.00,85.00,100.90
69.00,68.00,27.00,70.90
82.00,64.00,58.00,91.40
85.00,74.00,29.00,79.90
77.00,65.00,61.00,92.20
20.00,65.00,70.00,80.50
74.00,40.00,57.00,76.40
73.00,30.00,23.00,50.70
38.00,28.00,40.00,49.40
63.00,38.00,66.00,77.50
27.00,45.00,25.00,45.60
44.00,70.00,25.00,63.20
46.00,43.00,52.00,66.50
93.00,27.00,76.00,87.00
80.00,69.00,98.00,117.30
73.00,50.00,74.00,91.30
95.00,34.00,30.00,63.50
44.00,62.00,88.00,97.00
90.00,60.00,79.00,104.40
60.00,92.00,23.00,77.80
53.00,47.00,92.00,94.60
89.00,53.00,57.00,87.40
71.00,58.00,33.00,70.10
88.00,57.00,30.00,72.90
85.00,55.00,51.00,83.60
38.00,65.00,89.00,97.30
21.00,34.00,69.00,64.70
64.00,64.00,69.00,92.60
89.00,33.00,52.00,74.40
89.00,87.00,40.00,94.20
52.00,82.00,44.00,83.00
51.00,71.00,39.00,74.20
72.00,85.00,38.00,86.90
72.00,76.00,61.00,96.20
93.00,52.00,27.00,70.10
39.00,34.00,94.00,85.10
79.00,77.00,52.00,93.40
80.00,96.00,27.00,88.20
49.00,86.00,51.00,88.30
61.00,94.00,100.00,125.30
63.00,52.00,38.00,67.70
24.00,78.00,59.00,81.60
27.00,52.00,92.00,89.30
39.00,41.00,97.00,90.40
24.00,99.00,94.00,113.10
84.00,82.00,88.00,119.00
36.00,47.00,76.00,79.90
58.00,48.00,39.00,64.80
78.00,51.00,49.00,78.30
88.00,64.00,46.00,86.00
65.00,43.00,68.00,81.80
41.00,41.00,65.00,71.80
52.00,44.00,91.00,92.20
97.00,79.00,38.00,91.40
77.00,91.00,96.00,126.20
21.00,90.00,50.00,81.30
83.00,25.00,21.00,50.00
74.00,29.00,77.00,82.90
25.00,72.00,41.00,68.10
46.00,87.00,40.00,81.30
72.00,70.00,80.00,104.60
46.00,22.00,71.00,67.40
56.00,57.00,74.00,89.70
24.00,38.00,95.00,83.20
99.00,55.00,80.00,105.20
81.00,32.00,23.00,54.10
37.00,55.00,45.00,65.60
93.00,40.00,67.00,88.10
27.00,90.00,98.00,111.90
84.00,28.00,94.00,95.60
97.00,43.00,38.00,73.40
94.00,73.00,89.00,118.10
84.00,77.00,33.00,83.50
74.00,38.00,35.00,62.20
87.00,30.00,72.00,84.30
56.00,94.00,71.00,106.40
84.00,33.00,27.00,57.90
59.00,64.00,46.00,77.30
77.00,63.00,70.00,96.60
38.00,21.00,50.00,51.90
92.00,78.00,55.00,99.60
29.00,70.00,91.00,98.30
49.00,87.00,40.00,82.20
32.00,93.00,53.00,87.90
57.00,89.00,91.00,116.20
82.00,88.00,40.00,92.60
54.00,76.00,28.00,71.00
99.00,94.00,75.00,121.70
20.00,81.00,52.00,77.70
87.00,94.00,47.00,101.30
23.00,89.00,87.00,103.60
85.00,74.00,75.00,107.50
26.00,53.00,27.00,50.50
45.00,82.00,94.00,110.90
44.00,64.00,89.00,98.60
63.00,71.00,37.00,76.60
23.00,50.00,78.00,78.70
43.00,58.00,29.00,59.30
25.00,22.00,100.00,78.50
42.00,52.00,95.00,95.60
77.00,78.00,46.00,89.70
65.00,50.00,67.00,84.70
74.00,94.00,44.00,95.60
75.00,93.00,28.00,85.80
66.00,100.00,66.00,109.40
85.00,51.00,67.00,91.20
36.00,94.00,58.00,92.60
46.00,63.00,78.00,92.10
52.00,97.00,83.00,113.90
86.00,58.00,50.00,84.80
38.00,37.00,57.00,64.10
49.00,75.00,55.00,85.20
64.00,89.00,60.00,99.70
89.00,26.00,25.00,54.70
26.00,30.00,53.00,54.60
61.00,74.00,62.00,92.50
69.00,64.00,53.00,84.50
71.00,38.00,81.00,88.90
76.00,53.00,34.00,69.70
92.00,95.00,70.00,117.10
43.00,93.00,56.00,93.00
35.00,82.00,89.00,104.90
49.00,47.00,60.00,74.20
43.00,34.00,87.00,82.10
32.00,48.00,51.00,64.20
54.00,80.00,71.00,98.80
77.00,38.00,45.00,69.10
99.00,20.00,59.00,75.10
33.00,76.00,41.00,72.50
22.00,84.00,98.00,107.40
68.00,29.00,23.00,48.70
34.00,91.00,42.00,80.90
68.00,22.00,87.00,83.60
79.00,72.00,25.00,74.70
81.00,68.00,34.00,78.70
76.00,94.00,53.00,101.60
31.00,90.00,25.00,69.30
69.00,30.00,92.00,90.90
53.00,85.00,84.00,108.80
45.00,68.00,39.00,70.90
93.00,96.00,93.00,131.70
82.00,21.00,48.00,63.90
45.00,95.00,70.00,103.00
80.00,24.00,23.00,49.80
77.00,87.00,88.00,119.40
89.00,64.00,44.00,85.10
88.00,30.00,85.00,92.40
57.00,23.00,88.00,81.40
79.00,94.00,87.00,122.90
57.00,91.00,30.00,80.60
97.00,32.00,70.00,87.10
42.00,63.00,66.00,83.70
52.00,22.00,100.00,86.60
83.00,26.00,54.00,70.30
76.00,87.00,91.00,120.90
95.00,48.00,23.00,66.30
99.00,40.00,88.00,102.50
95.00,29.00,54.00,75.40
64.00,94.00,27.00,82.40
76.00,99.00,96.00,129.90
52.00,20.00,50.00,55.60
72.00,20.00,93.00,87.40
70.00,66.00,62.00,91.20
77.00,89.00,84.00,118.00
75.00,40.00,58.00,77.30
71.00,70.00,40.00,80.30
36.00,85.00,53.00,85.10
69.00,72.00,57.00,90.90
40.00,68.00,25.00,61.00
96.00,57.00,48.00,86.10
54.00,29.00,79.00,78.10
33.00,65.00,42.00,67.60
65.00,58.00,23.00,62.30
51.00,87.00,30.00,76.80
61.00,57.00,44.00,73.20
65.00,78.00,24.00,72.90
93.00,66.00,69.00,102.30
75.00,32.00,32.00,57.70
44.00,92.00,43.00,85.00
90.00,29.00,47.00,69.70
100.00,36.00,34.00,68.40
49.00,32.00,77.00,76.90
87.00,73.00,53.00,94.40
48.00,42.00,85.00,86.40
48.00,63.00,78.00,92.70
53.00,67.00,60.00,85.40
34.00,33.00,71.00,69.30
100.00,26.00,77.00,89.20
45.00,75.00,73.00,94.80
45.00,61.00,73.00,87.80
33.00,98.00,53.00,90.70
87.00,45.00,61.00,85.20
64.00,48.00,73.00,87.00
68.00,63.00,63.00,89.70
50.00,39.00,68.00,75.30
96.00,72.00,23.00,78.60
25.00,38.00,28.00,43.30
36.00,25.00,89.00,76.70
87.00,76.00,25.00,79.10
98.00,50.00,40.00,78.40
31.00,37.00,47.00,56.00
98.00,98.00,85.00,129.40
93.00,81.00,94.00,124.80
95.00,39.00,92.00,103.20
88.00,99.00,25.00,90.90
85.00,44.00,34.00,67.90
80.00,36.00,51.00,72.60
64.00,55.00,73.00,90.50
74.00,51.00,75.00,92.70
29.00,50.00,25.00,48.70
36.00,50.00,58.00,70.60
59.00,95.00,96.00,122.80
66.00,96.00,43.00,93.60
60.00,45.00,39.00,63.90
69.00,87.00,36.00,85.80
20.00,65.00,89.00,91.90
88.00,33.00,20.00,54.90
94.00,52.00,91.00,108.80
36.00,91.00,39.00,79.70
43.00,70.00,36.00,69.50
84.00,59.00,53.00,86.50
32.00,72.00,63.00,83.40
96.00,24.00,36.00,62.40
51.00,36.00,75.00,78.30
100.00,87.00,82.00,122.70
97.00,71.00,61.00,101.20
81.00,35.00,20.00,53.80
98.00,36.00,79.00,94.80
97.00,47.00,77.00,98.80
98.00,39.00,39.00,72.30
88.00,41.00,21.00,59.50
44.00,97.00,69.00,103.10
36.00,98.00,59.00,95.20
21.00,58.00,77.00,81.50
96.00,82.00,55.00,102.80
41.00,40.00,36.00,53.90
94.00,100.00,64.00,116.60
66.00,20.00,20.00,41.80
25.00,21.00,64.00,56.40
53.00,30.00,86.00,82.50
65.00,27.00,23.00,46.80
93.00,61.00,79.00,105.80
93.00,85.00,33.00,90.20
22.00,89.00,29.00,68.50
83.00,79.00,56.00,98.00
69.00,95.00,67.00,108.40
57.00,41.00,71.00,80.20
31.00,46.00,63.00,70.10
62.00,24.00,84.00,81.00
68.00,69.00,98.00,113.70
86.00,81.00,74.00,110.70
67.00,90.00,98.00,123.90
24.00,40.00,97.00,85.40
98.00,65.00,81.00,110.50
91.00,23.00,41.00,63.40
75.00,88.00,62.00,103.70
52.00,40.00,69.00,77.00
87.00,87.00,46.00,97.20
33.00,42.00,44.00,57.30
25.00,31.00,68.00,63.80
30.00,36.00,61.00,63.60
75.00,66.00,45.00,82.50
30.00,76.00,48.00,75.80
59.00,59.00,94.00,103.60
36.00,57.00,68.00,80.10
59.00,50.00,39.00,66.10
70.00,73.00,61.00,94.10
30.00,27.00,87.00,74.70
83.00,25.00,80.00,85.40
81.00,80.00,98.00,123.10
43.00,75.00,44.00,76.80
66.00,97.00,64.00,106.70
49.00,28.00,40.00,52.70
20.00,38.00,48.00,53.80
23.00,85.00,40.00,73.40
99.00,26.00,23.00,56.50
46.00,79.00,94.00,109.70
47.00,76.00,76.00,97.70
52.00,69.00,59.00,85.50
61.00,67.00,24.00,66.20
66.00,36.00,62.00,75.00
60.00,36.00,50.00,66.00
88.00,88.00,88.00,123.20
73.00,46.00,77.00,91.10
59.00,95.00,85.00,116.20
43.00,71.00,36.00,70.00
35.00,42.00,92.00,86.70
76.00,83.00,22.00,77.50
94.00,62.00,37.00,81.40
52.00,65.00,68.00,88.90
86.00,93.00,95.00,129.30
28.00,33.00,20.00,36.90
64.00,90.00,39.00,87.60
70.00,63.00,34.00,72.90
29.00,67.00,26.00,57.80
48.00,100.00,92.00,119.60
26.00,79.00,57.00,81.50
72.00,83.00,96.00,120.70
99.00,53.00,97.00,114.40
22.00,62.00,40.00,61.60
76.00,52.00,76.00,94.40
41.00,88.00,43.00,82.10
69.00,52.00,21.00,59.30
60.00,28.00,96.00,89.60
71.00,73.00,43.00,83.60
79.00,61.00,83.00,104.00
69.00,70.00,64.00,94.10
100.00,62.00,71.00,103.60
89.00,90.00,94.00,128.10
53.00,60.00,96.00,103.50
90.00,88.00,100.00,131.00
56.00,94.00,80.00,111.80
67.00,31.00,57.00,69.80
51.00,63.00,56.00,80.40
84.00,74.00,25.00,77.20
31.00,34.00,68.00,67.10
53.00,75.00,62.00,90.60
94.00,89.00,55.00,105.70
88.00,43.00,58.00,82.70
36.00,73.00,57.00,81.50
26.00,47.00,81.00,79.90
78.00,30.00,95.00,95.40
41.00,44.00,58.00,69.10
47.00,29.00,24.00,43.00
65.00,26.00,32.00,51.70
51.00,97.00,24.00,78.20
21.00,50.00,99.00,90.70
35.00,22.00,47.00,49.70
96.00,93.00,50.00,105.30
71.00,26.00,98.00,93.10
22.00,26.00,93.00,75.40
93.00,38.00,49.00,76.30
91.00,63.00,92.00,114.00
40.00,28.00,61.00,62.60
68.00,60.00,66.00,90.00
49.00,33.00,51.00,61.80
62.00,73.00,82.00,104.30
84.00,40.00,80.00,93.20
100.00,30.00,100.00,105.00
88.00,81.00,45.00,93.90
54.00,23.00,49.00,57.10
23.00,98.00,89.00,109.30
53.00,40.00,100.00,95.90
96.00,62.00,44.00,86.20
27.00,69.00,84.00,93.00
29.00,41.00,53.00,61.00
79.00,61.00,21.00,66.80
85.00,38.00,56.00,78.10
40.00,44.00,32.00,53.20
86.00,31.00,68.00,82.10
86.00,82.00,57.00,101.00
92.00,84.00,72.00,112.80
37.00,40.00,66.00,70.70
88.00,74.00,79.00,110.80
90.00,87.00,29.00,87.90
49.00,80.00,40.00,78.70
54.00,66.00,94.00,105.60
86.00,67.00,68.00,100.10
83.00,51.00,52.00,81.60
100.00,54.00,29.00,74.40
88.00,88.00,75.00,115.40
35.00,85.00,39.00,76.40
95.00,24.00,86.00,92.10
64.00,37.00,44.00,64.10
22.00,97.00,22.00,68.30
92.00,36.00,20.00,57.60
53.00,58.00,54.00,77.30
33.00,93.00,64.00,94.80
80.00,92.00,84.00,120.40
25.00,28.00,77.00,67.70
96.00,68.00,89.00,116.20
96.00,38.00,45.00,74.80
42.00,94.00,90.00,113.60
100.00,27.00,78.00,90.30
83.00,60.00,73.00,98.70
25.00,63.00,66.00,78.60
68.00,76.00,46.00,86.00
69.00,53.00,21.00,59.80
23.00,34.00,75.00,68.90
85.00,74.00,47.00,90.70
30.00,33.00,88.00,78.30
37.00,74.00,39.00,71.50
59.00,28.00,91.00,86.30
72.00,81.00,65.00,101.10
93.00,53.00,98.00,113.20
52.00,73.00,65.00,91.10
36.00,58.00,41.00,64.40
57.00,66.00,32.00,69.30
60.00,28.00,23.00,45.80
96.00,46.00,38.00,74.60
60.00,54.00,63.00,82.80
31.00,60.00,54.00,71.70
76.00,27.00,20.00,48.30
67.00,38.00,84.00,89.50
59.00,61.00,59.00,83.60
27.00,42.00,84.00,79.50
79.00,36.00,85.00,92.70
45.00,50.00,94.00,94.90
40.00,35.00,30.00,47.50
63.00,91.00,90.00,118.40
57.00,67.00,38.00,73.40
65.00,74.00,66.00,96.10
31.00,23.00,38.00,43.60
100.00,85.00,51.00,103.10
51.00,67.00,86.00,100.40
41.00,86.00,48.00,84.10
100.00,41.00,57.00,84.70
28.00,82.00,64.00,87.80
75.00,88.00,27.00,82.70
70.00,25.00,92.00,88.70
44.00,63.00,97.00,102.90
78.00,21.00,95.00,90.90
99.00,27.00,42.00,68.40
66.00,35.00,21.00,49.90
98.00,60.00,72.00,102.60
47.00,33.00,85.00,81.60
72.00,25.00,55.00,67.10
97.00,50.00,80.00,102.10
51.00,32.00,57.00,65.50
75.00,41.00,97.00,101.20
40.00,71.00,79.00,94.90
52.00,61.00,24.00,60.50
72.00,34.00,61.00,75.20
39.00,94.00,84.00,109.10
100.00,34.00,64.00,85.40
78.00,98.00,32.00,91.60
91.00,62.00,48.00,87.10
41.00,30.00,98.00,86.10
51.00,24.00,85.00,78.30
52.00,39.00,25.00,50.10
38.00,49.00,69.00,77.30
68.00,63.00,70.00,93.90
20.00,35.00,100.00,83.50
31.00,36.00,78.00,74.10
29.00,32.00,87.00,76.90
26.00,31.00,25.00,38.30
77.00,46.00,38.00,68.90
33.00,82.00,65.00,89.90
61.00,77.00,62.00,94.00
55.00,77.00,97.00,113.20
82.00,23.00,87.00,88.30
28.00,48.00,27.00,48.60
71.00,44.00,74.00,87.70
36.00,55.00,75.00,83.30
92.00,66.00,23.00,74.40
36.00,84.00,31.00,71.40
97.00,69.00,34.00,84.00
65.00,59.00,61.00,85.60
36.00,67.00,82.00,93.50
86.00,35.00,20.00,55.30
66.00,29.00,68.00,75.10
33.00,67.00,35.00,64.40
33.00,63.00,86.00,93.00
45.00,47.00,63.00,74.80
94.00,57.00,89.00,110.10
51.00,21.00,73.00,69.60
60.00,57.00,51.00,77.10
24.00,36.00,35.00,46.20
75.00,48.00,55.00,79.50
46.00,38.00,50.00,62.80
54.00,93.00,67.00,102.90
28.00,71.00,44.00,70.30
22.00,37.00,47.00,53.30
35.00,56.00,42.00,63.70
69.00,24.00,83.00,82.50
23.00,100.00,27.00,73.10
98.00,27.00,25.00,57.90
61.00,63.00,36.00,71.40
